Date,Year,QuarterOfYear,MonthOfYear,DayOfMonth,DateInt,MonthName,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY
2022-04-20,2022,2,4,20,20220420,April,Apr 2022,Q2 2022,2,Wednesday,2022-04-24,16,20220400,20220200,22,FY22
2022-04-21,2022,2,4,21,20220421,April,Apr 2022,Q2 2022,3,Thursday,2022-04-24,16,20220400,20220200,22,FY22
2022-04-22,2022,2,4,22,20220422,April,Apr 2022,Q2 2022,4,Friday,2022-04-24,16,20220400,20220200,22,FY22
2022-04-23,2022,2,4,23,20220423,April,Apr 2022,Q2 2022,5,Saturday,2022-04-24,16,20220400,20220200,22,FY22
2022-04-24,2022,2,4,24,20220424,April,Apr 2022,Q2 2022,6,Sunday,2022-04-24,16,20220400,20220200,22,FY22
2022-04-25,2022,2,4,25,20220425,April,Apr 2022,Q2 2022,0,Monday,2022-05-01,17,20220400,20220200,22,FY22
2022-04-26,2022,2,4,26,20220426,April,Apr 2022,Q2 2022,1,Tuesday,2022-05-01,17,20220400,20220200,22,FY22
2022-04-27,2022,2,4,27,20220427,April,Apr 2022,Q2 2022,2,Wednesday,2022-05-01,17,20220400,20220200,22,FY22
2022-04-28,2022,2,4,28,20220428,April,Apr 2022,Q2 2022,3,Thursday,2022-05-01,17,20220400,20220200,22,FY22
2022-04-29,2022,2,4,29,20220429,April,Apr 2022,Q2 2022,4,Friday,2022-05-01,17,20220400,20220200,22,FY22
2022-04-30,2022,2,4,30,20220430,April,Apr 2022,Q2 2022,5,Saturday,2022-05-01,17,20220400,20220200,22,FY22
2022-05-01,2022,2,5,1,20220501,May,May 2022,Q2 2022,6,Sunday,2022-05-01,17,20220500,20220200,22,FY22
2022-05-02,2022,2,5,2,20220502,May,May 2022,Q2 2022,0,Monday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-03,2022,2,5,3,20220503,May,May 2022,Q2 2022,1,Tuesday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-04,2022,2,5,4,20220504,May,May 2022,Q2 2022,2,Wednesday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-05,2022,2,5,5,20220505,May,May 2022,Q2 2022,3,Thursday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-06,2022,2,5,6,20220506,May,May 2022,Q2 2022,4,Friday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-07,2022,2,5,7,20220507,May,May 2022,Q2 2022,5,Saturday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-08,2022,2,5,8,20220508,May,May 2022,Q2 2022,6,Sunday,2022-05-08,18,20220500,20220200,22,FY22
2022-05-09,2022,2,5,9,20220509,May,May 2022,Q2 2022,0,Monday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-10,2022,2,5,10,20220510,May,May 2022,Q2 2022,1,Tuesday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-11,2022,2,5,11,20220511,May,May 2022,Q2 2022,2,Wednesday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-12,2022,2,5,12,20220512,May,May 2022,Q2 2022,3,Thursday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-13,2022,2,5,13,20220513,May,May 2022,Q2 2022,4,Friday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-14,2022,2,5,14,20220514,May,May 2022,Q2 2022,5,Saturday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-15,2022,2,5,15,20220515,May,May 2022,Q2 2022,6,Sunday,2022-05-15,19,20220500,20220200,22,FY22
2022-05-16,2022,2,5,16,20220516,May,May 2022,Q2 2022,0,Monday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-17,2022,2,5,17,20220517,May,May 2022,Q2 2022,1,Tuesday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-18,2022,2,5,18,20220518,May,May 2022,Q2 2022,2,Wednesday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-19,2022,2,5,19,20220519,May,May 2022,Q2 2022,3,Thursday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-20,2022,2,5,20,20220520,May,May 2022,Q2 2022,4,Friday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-21,2022,2,5,21,20220521,May,May 2022,Q2 2022,5,Saturday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-22,2022,2,5,22,20220522,May,May 2022,Q2 2022,6,Sunday,2022-05-22,20,20220500,20220200,22,FY22
2022-05-23,2022,2,5,23,20220523,May,May 2022,Q2 2022,0,Monday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-24,2022,2,5,24,20220524,May,May 2022,Q2 2022,1,Tuesday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-25,2022,2,5,25,20220525,May,May 2022,Q2 2022,2,Wednesday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-26,2022,2,5,26,20220526,May,May 2022,Q2 2022,3,Thursday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-27,2022,2,5,27,20220527,May,May 2022,Q2 2022,4,Friday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-28,2022,2,5,28,20220528,May,May 2022,Q2 2022,5,Saturday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-29,2022,2,5,29,20220529,May,May 2022,Q2 2022,6,Sunday,2022-05-29,21,20220500,20220200,22,FY22
2022-05-30,2022,2,5,30,20220530,May,May 2022,Q2 2022,0,Monday,2022-06-05,22,20220500,20220200,22,FY22
2022-05-31,2022,2,5,31,20220531,May,May 2022,Q2 2022,1,Tuesday,2022-06-05,22,20220500,20220200,22,FY22
2022-06-01,2022,2,6,1,20220601,June,Jun 2022,Q2 2022,2,Wednesday,2022-06-05,22,20220600,20220200,22,FY22
2022-06-02,2022,2,6,2,20220602,June,Jun 2022,Q2 2022,3,Thursday,2022-06-05,22,20220600,20220200,22,FY22
2022-06-03,2022,2,6,3,20220603,June,Jun 2022,Q2 2022,4,Friday,2022-06-05,22,20220600,20220200,22,FY22
2022-06-04,2022,2,6,4,20220604,June,Jun 2022,Q2 2022,5,Saturday,2022-06-05,22,20220600,20220200,22,FY22
2022-06-05,2022,2,6,5,20220605,June,Jun 2022,Q2 2022,6,Sunday,2022-06-05,22,20220600,20220200,22,FY22
2022-06-06,2022,2,6,6,20220606,June,Jun 2022,Q2 2022,0,Monday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-07,2022,2,6,7,20220607,June,Jun 2022,Q2 2022,1,Tuesday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-08,2022,2,6,8,20220608,June,Jun 2022,Q2 2022,2,Wednesday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-09,2022,2,6,9,20220609,June,Jun 2022,Q2 2022,3,Thursday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-10,2022,2,6,10,20220610,June,Jun 2022,Q2 2022,4,Friday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-11,2022,2,6,11,20220611,June,Jun 2022,Q2 2022,5,Saturday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-12,2022,2,6,12,20220612,June,Jun 2022,Q2 2022,6,Sunday,2022-06-12,23,20220600,20220200,22,FY22
2022-06-13,2022,2,6,13,20220613,June,Jun 2022,Q2 2022,0,Monday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-14,2022,2,6,14,20220614,June,Jun 2022,Q2 2022,1,Tuesday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-15,2022,2,6,15,20220615,June,Jun 2022,Q2 2022,2,Wednesday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-16,2022,2,6,16,20220616,June,Jun 2022,Q2 2022,3,Thursday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-17,2022,2,6,17,20220617,June,Jun 2022,Q2 2022,4,Friday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-18,2022,2,6,18,20220618,June,Jun 2022,Q2 2022,5,Saturday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-19,2022,2,6,19,20220619,June,Jun 2022,Q2 2022,6,Sunday,2022-06-19,24,20220600,20220200,22,FY22
2022-06-20,2022,2,6,20,20220620,June,Jun 2022,Q2 2022,0,Monday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-21,2022,2,6,21,20220621,June,Jun 2022,Q2 2022,1,Tuesday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-22,2022,2,6,22,20220622,June,Jun 2022,Q2 2022,2,Wednesday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-23,2022,2,6,23,20220623,June,Jun 2022,Q2 2022,3,Thursday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-24,2022,2,6,24,20220624,June,Jun 2022,Q2 2022,4,Friday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-25,2022,2,6,25,20220625,June,Jun 2022,Q2 2022,5,Saturday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-26,2022,2,6,26,20220626,June,Jun 2022,Q2 2022,6,Sunday,2022-06-26,25,20220600,20220200,22,FY22
2022-06-27,2022,2,6,27,20220627,June,Jun 2022,Q2 2022,0,Monday,2022-07-03,26,20220600,20220200,22,FY22
2022-06-28,2022,2,6,28,20220628,June,Jun 2022,Q2 2022,1,Tuesday,2022-07-03,26,20220600,20220200,22,FY22
2022-06-29,2022,2,6,29,20220629,June,Jun 2022,Q2 2022,2,Wednesday,2022-07-03,26,20220600,20220200,22,FY22
2022-06-30,2022,2,6,30,20220630,June,Jun 2022,Q2 2022,3,Thursday,2022-07-03,26,20220600,20220200,22,FY22
2022-07-01,2022,3,7,1,20220701,July,Jul 2022,Q3 2022,4,Friday,2022-07-03,26,20220700,20220300,22,FY23
2022-07-02,2022,3,7,2,20220702,July,Jul 2022,Q3 2022,5,Saturday,2022-07-03,26,20220700,20220300,22,FY23
2022-07-03,2022,3,7,3,20220703,July,Jul 2022,Q3 2022,6,Sunday,2022-07-03,26,20220700,20220300,22,FY23
2022-07-04,2022,3,7,4,20220704,July,Jul 2022,Q3 2022,0,Monday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-05,2022,3,7,5,20220705,July,Jul 2022,Q3 2022,1,Tuesday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-06,2022,3,7,6,20220706,July,Jul 2022,Q3 2022,2,Wednesday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-07,2022,3,7,7,20220707,July,Jul 2022,Q3 2022,3,Thursday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-08,2022,3,7,8,20220708,July,Jul 2022,Q3 2022,4,Friday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-09,2022,3,7,9,20220709,July,Jul 2022,Q3 2022,5,Saturday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-10,2022,3,7,10,20220710,July,Jul 2022,Q3 2022,6,Sunday,2022-07-10,27,20220700,20220300,22,FY23
2022-07-11,2022,3,7,11,20220711,July,Jul 2022,Q3 2022,0,Monday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-12,2022,3,7,12,20220712,July,Jul 2022,Q3 2022,1,Tuesday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-13,2022,3,7,13,20220713,July,Jul 2022,Q3 2022,2,Wednesday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-14,2022,3,7,14,20220714,July,Jul 2022,Q3 2022,3,Thursday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-15,2022,3,7,15,20220715,July,Jul 2022,Q3 2022,4,Friday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-16,2022,3,7,16,20220716,July,Jul 2022,Q3 2022,5,Saturday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-17,2022,3,7,17,20220717,July,Jul 2022,Q3 2022,6,Sunday,2022-07-17,28,20220700,20220300,22,FY23
2022-07-18,2022,3,7,18,20220718,July,Jul 2022,Q3 2022,0,Monday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-19,2022,3,7,19,20220719,July,Jul 2022,Q3 2022,1,Tuesday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-20,2022,3,7,20,20220720,July,Jul 2022,Q3 2022,2,Wednesday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-21,2022,3,7,21,20220721,July,Jul 2022,Q3 2022,3,Thursday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-22,2022,3,7,22,20220722,July,Jul 2022,Q3 2022,4,Friday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-23,2022,3,7,23,20220723,July,Jul 2022,Q3 2022,5,Saturday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-24,2022,3,7,24,20220724,July,Jul 2022,Q3 2022,6,Sunday,2022-07-24,29,20220700,20220300,22,FY23
2022-07-25,2022,3,7,25,20220725,July,Jul 2022,Q3 2022,0,Monday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-26,2022,3,7,26,20220726,July,Jul 2022,Q3 2022,1,Tuesday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-27,2022,3,7,27,20220727,July,Jul 2022,Q3 2022,2,Wednesday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-28,2022,3,7,28,20220728,July,Jul 2022,Q3 2022,3,Thursday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-29,2022,3,7,29,20220729,July,Jul 2022,Q3 2022,4,Friday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-30,2022,3,7,30,20220730,July,Jul 2022,Q3 2022,5,Saturday,2022-07-31,30,20220700,20220300,22,FY23
2022-07-31,2022,3,7,31,20220731,July,Jul 2022,Q3 2022,6,Sunday,2022-07-31,30,20220700,20220300,22,FY23
2022-08-01,2022,3,8,1,20220801,August,Aug 2022,Q3 2022,0,Monday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-02,2022,3,8,2,20220802,August,Aug 2022,Q3 2022,1,Tuesday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-03,2022,3,8,3,20220803,August,Aug 2022,Q3 2022,2,Wednesday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-04,2022,3,8,4,20220804,August,Aug 2022,Q3 2022,3,Thursday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-05,2022,3,8,5,20220805,August,Aug 2022,Q3 2022,4,Friday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-06,2022,3,8,6,20220806,August,Aug 2022,Q3 2022,5,Saturday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-07,2022,3,8,7,20220807,August,Aug 2022,Q3 2022,6,Sunday,2022-08-07,31,20220800,20220300,22,FY23
2022-08-08,2022,3,8,8,20220808,August,Aug 2022,Q3 2022,0,Monday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-09,2022,3,8,9,20220809,August,Aug 2022,Q3 2022,1,Tuesday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-10,2022,3,8,10,20220810,August,Aug 2022,Q3 2022,2,Wednesday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-11,2022,3,8,11,20220811,August,Aug 2022,Q3 2022,3,Thursday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-12,2022,3,8,12,20220812,August,Aug 2022,Q3 2022,4,Friday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-13,2022,3,8,13,20220813,August,Aug 2022,Q3 2022,5,Saturday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-14,2022,3,8,14,20220814,August,Aug 2022,Q3 2022,6,Sunday,2022-08-14,32,20220800,20220300,22,FY23
2022-08-15,2022,3,8,15,20220815,August,Aug 2022,Q3 2022,0,Monday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-16,2022,3,8,16,20220816,August,Aug 2022,Q3 2022,1,Tuesday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-17,2022,3,8,17,20220817,August,Aug 2022,Q3 2022,2,Wednesday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-18,2022,3,8,18,20220818,August,Aug 2022,Q3 2022,3,Thursday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-19,2022,3,8,19,20220819,August,Aug 2022,Q3 2022,4,Friday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-20,2022,3,8,20,20220820,August,Aug 2022,Q3 2022,5,Saturday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-21,2022,3,8,21,20220821,August,Aug 2022,Q3 2022,6,Sunday,2022-08-21,33,20220800,20220300,22,FY23
2022-08-22,2022,3,8,22,20220822,August,Aug 2022,Q3 2022,0,Monday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-23,2022,3,8,23,20220823,August,Aug 2022,Q3 2022,1,Tuesday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-24,2022,3,8,24,20220824,August,Aug 2022,Q3 2022,2,Wednesday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-25,2022,3,8,25,20220825,August,Aug 2022,Q3 2022,3,Thursday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-26,2022,3,8,26,20220826,August,Aug 2022,Q3 2022,4,Friday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-27,2022,3,8,27,20220827,August,Aug 2022,Q3 2022,5,Saturday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-28,2022,3,8,28,20220828,August,Aug 2022,Q3 2022,6,Sunday,2022-08-28,34,20220800,20220300,22,FY23
2022-08-29,2022,3,8,29,20220829,August,Aug 2022,Q3 2022,0,Monday,2022-09-04,35,20220800,20220300,22,FY23
2022-08-30,2022,3,8,30,20220830,August,Aug 2022,Q3 2022,1,Tuesday,2022-09-04,35,20220800,20220300,22,FY23
2022-08-31,2022,3,8,31,20220831,August,Aug 2022,Q3 2022,2,Wednesday,2022-09-04,35,20220800,20220300,22,FY23
2022-09-01,2022,3,9,1,20220901,September,Sep 2022,Q3 2022,3,Thursday,2022-09-04,35,20220900,20220300,22,FY23
2022-09-02,2022,3,9,2,20220902,September,Sep 2022,Q3 2022,4,Friday,2022-09-04,35,20220900,20220300,22,FY23
2022-09-03,2022,3,9,3,20220903,September,Sep 2022,Q3 2022,5,Saturday,2022-09-04,35,20220900,20220300,22,FY23
2022-09-04,2022,3,9,4,20220904,September,Sep 2022,Q3 2022,6,Sunday,2022-09-04,35,20220900,20220300,22,FY23
2022-09-05,2022,3,9,5,20220905,September,Sep 2022,Q3 2022,0,Monday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-06,2022,3,9,6,20220906,September,Sep 2022,Q3 2022,1,Tuesday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-07,2022,3,9,7,20220907,September,Sep 2022,Q3 2022,2,Wednesday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-08,2022,3,9,8,20220908,September,Sep 2022,Q3 2022,3,Thursday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-09,2022,3,9,9,20220909,September,Sep 2022,Q3 2022,4,Friday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-10,2022,3,9,10,20220910,September,Sep 2022,Q3 2022,5,Saturday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-11,2022,3,9,11,20220911,September,Sep 2022,Q3 2022,6,Sunday,2022-09-11,36,20220900,20220300,22,FY23
2022-09-12,2022,3,9,12,20220912,September,Sep 2022,Q3 2022,0,Monday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-13,2022,3,9,13,20220913,September,Sep 2022,Q3 2022,1,Tuesday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-14,2022,3,9,14,20220914,September,Sep 2022,Q3 2022,2,Wednesday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-15,2022,3,9,15,20220915,September,Sep 2022,Q3 2022,3,Thursday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-16,2022,3,9,16,20220916,September,Sep 2022,Q3 2022,4,Friday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-17,2022,3,9,17,20220917,September,Sep 2022,Q3 2022,5,Saturday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-18,2022,3,9,18,20220918,September,Sep 2022,Q3 2022,6,Sunday,2022-09-18,37,20220900,20220300,22,FY23
2022-09-19,2022,3,9,19,20220919,September,Sep 2022,Q3 2022,0,Monday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-20,2022,3,9,20,20220920,September,Sep 2022,Q3 2022,1,Tuesday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-21,2022,3,9,21,20220921,September,Sep 2022,Q3 2022,2,Wednesday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-22,2022,3,9,22,20220922,September,Sep 2022,Q3 2022,3,Thursday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-23,2022,3,9,23,20220923,September,Sep 2022,Q3 2022,4,Friday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-24,2022,3,9,24,20220924,September,Sep 2022,Q3 2022,5,Saturday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-25,2022,3,9,25,20220925,September,Sep 2022,Q3 2022,6,Sunday,2022-09-25,38,20220900,20220300,22,FY23
2022-09-26,2022,3,9,26,20220926,September,Sep 2022,Q3 2022,0,Monday,2022-10-02,39,20220900,20220300,22,FY23
2022-09-27,2022,3,9,27,20220927,September,Sep 2022,Q3 2022,1,Tuesday,2022-10-02,39,20220900,20220300,22,FY23
2022-09-28,2022,3,9,28,20220928,September,Sep 2022,Q3 2022,2,Wednesday,2022-10-02,39,20220900,20220300,22,FY23
2022-09-29,2022,3,9,29,20220929,September,Sep 2022,Q3 2022,3,Thursday,2022-10-02,39,20220900,20220300,22,FY23
2022-09-30,2022,3,9,30,20220930,September,Sep 2022,Q3 2022,4,Friday,2022-10-02,39,20220900,20220300,22,FY23
2022-10-01,2022,4,10,1,20221001,October,Oct 2022,Q4 2022,5,Saturday,2022-10-02,39,20221000,20220400,22,FY23
2022-10-02,2022,4,10,2,20221002,October,Oct 2022,Q4 2022,6,Sunday,2022-10-02,39,20221000,20220400,22,FY23
2022-10-03,2022,4,10,3,20221003,October,Oct 2022,Q4 2022,0,Monday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-04,2022,4,10,4,20221004,October,Oct 2022,Q4 2022,1,Tuesday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-05,2022,4,10,5,20221005,October,Oct 2022,Q4 2022,2,Wednesday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-06,2022,4,10,6,20221006,October,Oct 2022,Q4 2022,3,Thursday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-07,2022,4,10,7,20221007,October,Oct 2022,Q4 2022,4,Friday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-08,2022,4,10,8,20221008,October,Oct 2022,Q4 2022,5,Saturday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-09,2022,4,10,9,20221009,October,Oct 2022,Q4 2022,6,Sunday,2022-10-09,40,20221000,20220400,22,FY23
2022-10-10,2022,4,10,10,20221010,October,Oct 2022,Q4 2022,0,Monday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-11,2022,4,10,11,20221011,October,Oct 2022,Q4 2022,1,Tuesday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-12,2022,4,10,12,20221012,October,Oct 2022,Q4 2022,2,Wednesday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-13,2022,4,10,13,20221013,October,Oct 2022,Q4 2022,3,Thursday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-14,2022,4,10,14,20221014,October,Oct 2022,Q4 2022,4,Friday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-15,2022,4,10,15,20221015,October,Oct 2022,Q4 2022,5,Saturday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-16,2022,4,10,16,20221016,October,Oct 2022,Q4 2022,6,Sunday,2022-10-16,41,20221000,20220400,22,FY23
2022-10-17,2022,4,10,17,20221017,October,Oct 2022,Q4 2022,0,Monday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-18,2022,4,10,18,20221018,October,Oct 2022,Q4 2022,1,Tuesday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-19,2022,4,10,19,20221019,October,Oct 2022,Q4 2022,2,Wednesday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-20,2022,4,10,20,20221020,October,Oct 2022,Q4 2022,3,Thursday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-21,2022,4,10,21,20221021,October,Oct 2022,Q4 2022,4,Friday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-22,2022,4,10,22,20221022,October,Oct 2022,Q4 2022,5,Saturday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-23,2022,4,10,23,20221023,October,Oct 2022,Q4 2022,6,Sunday,2022-10-23,42,20221000,20220400,22,FY23
2022-10-24,2022,4,10,24,20221024,October,Oct 2022,Q4 2022,0,Monday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-25,2022,4,10,25,20221025,October,Oct 2022,Q4 2022,1,Tuesday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-26,2022,4,10,26,20221026,October,Oct 2022,Q4 2022,2,Wednesday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-27,2022,4,10,27,20221027,October,Oct 2022,Q4 2022,3,Thursday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-28,2022,4,10,28,20221028,October,Oct 2022,Q4 2022,4,Friday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-29,2022,4,10,29,20221029,October,Oct 2022,Q4 2022,5,Saturday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-30,2022,4,10,30,20221030,October,Oct 2022,Q4 2022,6,Sunday,2022-10-30,43,20221000,20220400,22,FY23
2022-10-31,2022,4,10,31,20221031,October,Oct 2022,Q4 2022,0,Monday,2022-11-06,44,20221000,20220400,22,FY23
2022-11-01,2022,4,11,1,20221101,November,Nov 2022,Q4 2022,1,Tuesday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-02,2022,4,11,2,20221102,November,Nov 2022,Q4 2022,2,Wednesday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-03,2022,4,11,3,20221103,November,Nov 2022,Q4 2022,3,Thursday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-04,2022,4,11,4,20221104,November,Nov 2022,Q4 2022,4,Friday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-05,2022,4,11,5,20221105,November,Nov 2022,Q4 2022,5,Saturday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-06,2022,4,11,6,20221106,November,Nov 2022,Q4 2022,6,Sunday,2022-11-06,44,20221100,20220400,22,FY23
2022-11-07,2022,4,11,7,20221107,November,Nov 2022,Q4 2022,0,Monday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-08,2022,4,11,8,20221108,November,Nov 2022,Q4 2022,1,Tuesday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-09,2022,4,11,9,20221109,November,Nov 2022,Q4 2022,2,Wednesday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-10,2022,4,11,10,20221110,November,Nov 2022,Q4 2022,3,Thursday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-11,2022,4,11,11,20221111,November,Nov 2022,Q4 2022,4,Friday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-12,2022,4,11,12,20221112,November,Nov 2022,Q4 2022,5,Saturday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-13,2022,4,11,13,20221113,November,Nov 2022,Q4 2022,6,Sunday,2022-11-13,45,20221100,20220400,22,FY23
2022-11-14,2022,4,11,14,20221114,November,Nov 2022,Q4 2022,0,Monday,2022-11-20,46,20221100,20220400,22,FY23
2022-11-15,2022,4,11,15,20221115,November,Nov 2022,Q4 2022,1,Tuesday,2022-11-20,46,20221100,20220400,22,FY23
2022-11-16,2022,4,11,16,20221116,November,Nov 2022,Q4 2022,2,Wednesday,2022-11-20,46,20221100,20220400,22,FY23
